序号,代码,名称,最新价(元) 2026.06.26,涨跌幅(%) 2026.06.26,证券类型,涨跌幅(%) 2026.06.22,成交额(元) 2026.06.22,成交额(元) 2026.06.26,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 2026.06.26,最高价(元) 2026.06.26,最低价(元) 2026.06.26,换手率(%) 2026.06.26,量比 2026.06.26,成交量(股) 2026.06.26,市盈率(动)(倍) 2026.06.26,市净率(倍) 2026.06.26,总市值(元) 2026.06.26,流通市值(元) 2026.06.26
82,300346,南大光电,78.12,4.55,A股,9.09,71.55亿,87.57亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,南大光电,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、LED概念、专精特新、中盘股、国家大基金持股、氮化镓、深成500、存储芯片、华为概念、东方财富热股、趋势股、中芯概念、光刻机/胶、磷化工、OLED、富时罗素、电子特气、MSCI中国、题材股、融资融券、深股通、中盘成长、中证500、半导体概念、氟化工概念、第四代半导体、光伏概念、新材料、工业气体、创业板综、股权激励、长江三角,3.400,81.00,74.01,16.94,1.13,1.11亿,108.68,15.8496,539.93亿,512.46亿
83,688347,华虹宏力,323.00,-2.23,A股,0.79,70.87亿,71.98亿,电子-半导体-集成电路制造,华虹宏力,电子-半导体-集成电路制造,国产芯片、融资融券、国家大基金持股、上证380、中证500、沪股通、半导体概念、存储芯片、大盘股、消费电子概念、大盘成长、央国企改革、科技风格、MSCI中国、沪企改革,-7.360,337.96,310.80,5.46,0.85,2227.02万,1005.38,12.4043,5612.55亿,1317.03亿
84,002851,麦格米特,160.76,-6.52,A股,5.18,68.42亿,87.00亿,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,麦格米特,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,国产芯片、中盘股、昨日高振幅、HVDC供电、高压快充、新能源车、车联网、第三代半导体、标准普尔、深圳特区、深成500、柔性屏、新型工业化、先进制造风格、小米概念、长安汽车概念、储能概念、智能家居、中国AI 50、超级电容、富时罗素、MSCI中国、机器人概念、融资融券、医疗器械概念、充电桩、深股通、中盘成长、2025年报预减、中证500、碳化硅、数据中心、英伟达概念、光伏概念、玻璃基板、一带一路、智能电网、高端装备、高铁、风能,-11.220,175.66,154.83,11.69,1.55,5355.46万,203.88,10.4230,935.28亿,736.69亿
85,301511,德福科技,155.30,1.80,A股,2.00,68.42亿,58.81亿,电力设备-电池-锂电池,德福科技,电力设备-电池-锂电池,专精特新、中盘股、5G概念、新能源车、深成500、存储芯片、柔性屏、宁德时代概念、先进制造风格、华为概念、电池技术、趋势股、消费电子概念、固态电池、CPO概念、军工、融资融券、2025年报扭亏、深股通、无人机、中盘成长、养老金、PET铜箔、锂电铜箔、PCB、锂电池概念、华为数字能源、比亚迪概念、创业板综、固态铜箔、PCB铜箔、MiniLED,2.750,156.22,143.53,10.44,0.94,3910.04万,166.22,23.9070,978.89亿,581.80亿
86,002484,江海股份,109.00,-1.82,A股,-2.83,68.40亿,64.71亿,电子-元件-被动元件,江海股份,电子-元件-被动元件,中盘股、5G概念、东数西算、昨日高振幅、新能源车、深成500、华为概念、最近多板、通信技术、趋势股、央国企改革、超级电容、科技风格、电源电缆、富时罗素、机器人概念、军工、融资融券、深股通、中盘成长、被动元件概念、可控核聚变、人形机器人、ETC、石墨烯,-2.020,115.44,107.66,7.11,1.16,5834.37万,143.06,14.9367,927.07亿,894.31亿
87,603629,利通电子,187.09,-10.00,A股,10.00,67.50亿,55.00亿,电子-消费电子-消费电子零部件及组装,利通电子,电子-消费电子-消费电子零部件及组装,军工、国产芯片、东数西算、昨日高振幅、液冷概念、算力概念、沪股通、华为概念、小米概念、小盘股、英伟达概念、消费电子概念、腾讯概念、算力租赁、毫米波概念、人工智能、OLED、2025年报预增、小盘成长、云计算,-20.790,205.00,187.09,11.16,0.78,2878.71万,45.23,21.8631,490.77亿,482.75亿
88,688146,中船特气,385.60,-1.13,A股,7.14,67.28亿,72.83亿,电子-半导体-半导体材料,中船特气,电子-半导体-半导体材料,题材股、国产芯片、中盘股、融资融券、昨日高振幅、国家大基金持股、中盘成长、沪股通、半导体概念、氟化工概念、电池技术、趋势股、电解液添加剂、固态电池、中芯概念、工业气体、锂电池概念、光刻机/胶、央国企改革、科技风格、电子特气、中字头、中船系,-4.390,416.99,370.00,12.60,0.96,1826.64万,503.87,35.4166,2041.41亿,559.01亿
89,601208,东材科技,73.65,-5.07,A股,6.68,67.07亿,56.86亿,基础化工-塑料-膜材料,东材科技,基础化工-塑料-膜材料,国产芯片、中盘股、5G概念、西部大开发、昨日高振幅、新能源车、燃料电池概念、柔性屏、通信技术、电池技术、趋势股、消费电子概念、光刻机/胶、OLED、2025年报预增、MLCC、树脂、电网概念、军工、BC电池、6G概念、融资融券、中盘成长、沪股通、商业航天、半导体概念、特高压、苹果概念、PET铜箔、PCB、光伏概念、氢能源、股权激励,-3.930,76.00,70.40,7.65,0.89,7726.84万,99.55,12.2211,744.00亿,744.00亿
90,600089,特变电工,22.45,-3.23,A股,7.55,66.96亿,30.90亿,电力设备-电网设备-输变电设备,特变电工,电力设备-电网设备-输变电设备,海工装备、煤炭概念、西部大开发、高压快充、数字经济、新疆振兴、上证180_、雅下水电概念、碳纤维、抽水蓄能、富时罗素、物联网、融资融券、储能变流器、绿色电力、特高压、数据中心、光伏概念、智能电网、大盘价值、海洋经济、换流阀、新能源车、水利建设、工业互联、标准普尔、先进制造风格、黄金开采、变压器、创投、HS300_、储能概念、核能核电、天然气、MSCI中国、黄金概念、电网概念、雄安新区、智能变电、充电桩、虚拟电厂、沪股通、超超临界发电、硅能源、大盘股、新能源、光伏硅料、上证50_、一带一路、煤化工概念、风能、柔性直流输电,-0.750,23.63,22.45,2.67,0.84,1.35亿,15.63,1.5764,1134.35亿,1134.35亿
91,600378,昊华科技,62.30,-8.92,A股,7.77,66.84亿,51.04亿,基础化工-化学制品-氟化工,昊华科技,基础化工-化学制品-氟化工,钠离子电池、国产芯片、六氟磷酸锂、中盘股、西部大开发、昨日高振幅、页岩气、燃料电池概念、新能源车、电池技术、成渝特区、固态电池、中芯概念、2026一季报预增、央国企改革、磷化工、PVDF概念、富时罗素、电子特气、航母概念、军工、大飞机、融资融券、液冷概念、俄乌冲突概念、上证380、中证500、养老金、沪股通、商业航天、氦气概念、碳交易、PCB、氟化工概念、氢能源、工业气体、锂电池概念、煤化工概念、氢氟酸、股权激励、碳中和,-6.100,69.12,61.56,7.33,0.88,7860.73万,65.23,4.4461,803.67亿,668.21亿
92,605358,立昂微,75.37,6.91,A股,-2.12,66.16亿,97.90亿,电子-半导体-半导体材料,立昂微,电子-半导体-半导体材料,国产芯片、光芯片、专精特新、5G概念、IGBT概念、昨日高振幅、新能源车、第三代半导体、氮化镓、存储芯片、通信技术、东方财富热股、昨日高换手、趋势股、中芯概念、CPO概念、人工智能、无人驾驶、物联网、电网概念、机器人概念、卫星互联网、融资融券、充电桩、中证500、商业航天、沪股通、硅能源、半导体概念、小盘股、光伏概念、卫星导航、人形机器人、比亚迪概念、智能电网、半导体硅片、汽车芯片、汽车电子,4.870,76.50,68.83,17.22,1.56,1.33亿,2013.97,5.6146,582.01亿,582.01亿
93,688820,盛合晶微,190.25,-9.62,A股,11.01,65.33亿,58.52亿,电子-半导体-集成电路封测,盛合晶微,电子-半导体-集成电路制造,国产芯片、融资融券、注册制次新股、半导体概念、次新股、存储芯片、先进封装,-20.250,205.60,190.00,17.25,1.00,2982.15万,463.07,18.4187,3543.93亿,328.95亿
94,002837,英维克,82.57,-5.08,A股,3.94,65.27亿,63.35亿,机械设备-专用设备-其他专用设备,英维克,机械设备-专用设备-其他专用设备,粤港澳大湾区、5G概念、东数西算、深证100R、新能源车、抖音概念、深圳特区、深成500、先进制造风格、华为概念、通信技术、HS300_、大盘成长、UQD连接器、腾讯概念、储能概念、CDU、中国AI 50、MSCI中国、阿里概念、军工、融资融券、液冷概念、充电桩、深股通、字节系算力、大盘股、数据中心、英伟达概念、比亚迪概念、腾讯云、高铁、冷链物流,-4.420,85.58,81.00,6.73,0.78,7607.26万,3038.46,31.8901,1052.23亿,933.42亿
95,000630,铜陵有色,6.22,-6.89,A股,3.66,65.25亿,33.72亿,有色金属-工业金属-铜,铜陵有色,有色金属-工业金属-铜,5G概念、深证100R、昨日高振幅、新能源车、黄金加工、标准普尔、深成500、通信技术、电池技术、HS300_、央国企改革、小金属概念、富时罗素、MSCI中国、黄金概念、金属铜、稀缺资源、融资融券、深股通、大盘股、锂电铜箔、PCB、金属镍、铜矿、新材料、锂电池概念、大盘价值、安徽三资改革,-0.460,6.79,6.19,4.75,0.72,5.30亿,15.58,2.2656,834.07亿,693.09亿
96,300604,长川科技,314.90,1.58,A股,1.66,64.71亿,112.88亿,电子-半导体-半导体设备,长川科技,电子-半导体-半导体设备,国产芯片、专精特新、融资融券、两岸合作、深股通、国家大基金持股、中证500、半导体概念、存储芯片、深成500、大盘股、东方财富热股、大盘成长、2025三季报预增、海峡两岸、创业板综、科技风格、2025年报预增、MSCI中国,4.910,332.00,310.95,7.18,1.06,3515.54万,141.67,39.7196,1997.78亿,1541.35亿
97,688313,仕佳光子,179.70,-10.12,A股,4.05,64.40亿,63.24亿,通信-通信设备-通信网络设备及器件,仕佳光子,通信-通信设备-通信网络设备及器件,国产芯片、激光雷达、光纤光缆、光芯片、中盘股、专精特新、5G概念、融资融券、光通信模块、中盘成长、上证380、中证500、F5G概念、沪股通、MPO连接器、数据中心、通信技术、光纤概念、CPO概念、科技风格、2025年报预增、MSCI中国,-20.240,194.00,173.50,7.61,0.99,3439.35万,174.78,53.3345,812.22亿,812.22亿
98,601958,金钼股份,27.13,0.82,A股,10.00,64.01亿,35.85亿,有色金属-小金属-钼,金钼股份,有色金属-小金属-钼,军工、中盘股、稀缺资源、融资融券、西部大开发、昨日高振幅、上证380、中证500、沪股通、标准普尔、陕西国企改革、央国企改革、OLED、小金属概念、富时罗素、MSCI中国,0.220,28.43,26.10,4.06,0.74,1.31亿,24.27,4.4195,875.38亿,875.38亿
99,300803,指南针,94.79,-7.11,A股,10.28,63.98亿,29.71亿,计算机-软件开发-垂直应用软件,指南针,计算机-软件开发-垂直应用软件,融资融券、鸿蒙概念、深股通、券商概念、深成500、参股券商、大盘股、HS300_、大盘成长、国产软件、互联网金融、AI应用、人工智能、创业板综、富时罗素、MSCI中国,-7.260,103.00,94.59,5.02,0.74,3037.80万,129.93,20.1711,578.02亿,573.80亿
100,000831,中国稀土,54.88,-4.79,A股,7.11,63.69亿,28.21亿,有色金属-小金属-稀土,中国稀土,有色金属-小金属-稀土,稀土永磁、中盘股、融资融券、2025年报扭亏、深股通、中证500、标准普尔、深成500、冶炼分离、稀土开采、央国企改革、小金属概念、中字头、富时罗素、MSCI中国,-2.760,57.96,54.70,4.77,0.67,5057.96万,105.09,11.8461,582.40亿,582.40亿
