序号,代码,名称,最新价(元) 10:29,涨跌幅(%) 10:29,证券类型,涨跌幅(%) 2026.07.08,成交额(元) 2026.07.08,成交额(元) 10:29,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 10:29,最高价(元) 10:29,最低价(元) 10:29,换手率(%) 10:29,量比 10:29,成交量(股) 10:29,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
83,688820,盛合晶微,210.24,-0.33,A股,-4.69,46.18亿,43.03亿,电子-半导体-集成电路封测,盛合晶微,电子-半导体-集成电路制造,昨日高换手、国产芯片、融资融券、昨日高振幅、注册制次新股、半导体概念、次新股、存储芯片、先进封装,-0.700,219.00,207.00,11.63,2.98,2009.99万,512.07,20.3676,3918.90亿,363.75亿
84,002049,紫光国微,89.14,2.35,A股,1.84,46.16亿,31.65亿,电子-半导体-数字芯片设计,紫光国微,电子-半导体-数字芯片设计,国产芯片、区块链、5G概念、深证100R、IGBT概念、转债标的、车联网、第三代半导体、EDA概念、存储芯片、标准普尔、深成500、AI芯片、通信技术、消费电子概念、智能穿戴、HS300_、高带宽内存、京津冀一体化、CPO概念、人工智能、富时罗素、MCU芯片、物联网、MSCI中国、卫星互联网、军工、大飞机、移动支付、融资融券、数字货币、深股通、算力概念、商业航天、ASIC芯片、半导体概念、大盘股、碳化硅、蓝宝石、卫星导航、ETC、汽车芯片、DRAM存储、汽车电子,2.050,89.39,85.58,4.27,2.93,3626.27万,56.64,5.5428,757.36亿,757.26亿
85,000657,中钨高新,77.31,1.74,A股,-3.76,46.06亿,33.89亿,有色金属-小金属-钨,中钨高新,有色金属-小金属-钨,周期股、工业母机、深证100R、乡村振兴、昨日高振幅、海南自贸、金属钴、雅下水电概念、深成500、创投、HS300_、2026一季报预增、央国企改革、DeepSeek概念、小金属概念、富时罗素、中字头、MSCI中国、军工、金属铜、医疗器械概念、融资融券、深股通、养老金、金属回收、大盘股、PCB、光伏概念、新材料、可控核聚变、金属钨、高端装备、盾构机,1.320,80.11,75.33,2.99,2.12,4350.53万,47.81,17.3384,1761.59亿,1123.26亿
86,300346,南大光电,80.34,0.20,A股,-4.10,45.91亿,41.75亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,南大光电,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、LED概念、专精特新、中盘股、国家大基金持股、氮化镓、深成500、存储芯片、华为概念、东方财富热股、中芯概念、光刻机/胶、磷化工、OLED、富时罗素、电子特气、MSCI中国、题材股、融资融券、深股通、中盘成长、中证500、半导体概念、氟化工概念、第四代半导体、光伏概念、新材料、工业气体、创业板综、股权激励、长江三角,0.160,84.20,79.00,7.77,2.70,5095.91万,111.81,16.3061,555.48亿,527.22亿
87,300033,同花顺,230.85,0.24,A股,-4.42,45.86亿,18.74亿,计算机-软件开发-垂直应用软件,同花顺,计算机-软件开发-垂直应用软件,区块链、多模态AI、鸿蒙概念、深证100R、证金持股、深成500、AI智能体、HS300_、大盘成长、互联网金融、AI应用、人工智能、科技风格、富时罗素、2025年报预增、AI语料、MSCI中国、云计算、数据要素、融资融券、行业龙头、深股通、虚拟机器人、AIGC概念、ChatGPT概念、券商概念、大盘股、国产软件、创业板综、智能医疗、长江三角、大数据,0.550,235.51,224.53,1.86,1.71,815.87万,169.70,40.8988,1737.32亿,1011.98亿
88,600900,长江电力,27.80,0.11,A股,1.53,45.83亿,11.90亿,公用事业-电力-水力发电,长江电力,公用事业-电力-水力发电,权重股、融资融券、行业龙头、上证180_、证金持股、水利建设、沪股通、绿色电力、标准普尔、大盘股、创投、HS300_、上证50_、储能概念、核能核电、GDR、央国企改革、茅指数、抽水蓄能、富时罗素、MSCI中国、风能、参股银行,0.030,27.83,27.60,0.18,1.43,4297.34万,25.14,3.2601,6799.72亿,6799.72亿
89,300620,光库科技,314.44,-0.32,A股,2.57,45.66亿,26.74亿,通信-通信设备-通信网络设备及器件,光库科技,通信-通信设备-通信网络设备及器件,国产芯片、中盘股、5G概念、海工装备、昨日高振幅、OCS交换机、光通信模块、3D打印、2026中报预增、深成500、通信技术、2025三季报预增、2026一季报预增、央国企改革、CPO概念、横琴新区、无人驾驶、量子通信、科技风格、2025年报预增、海底电缆、MSCI中国、量子科技、卫星互联网、激光雷达、融资融券、深股通、中盘成长、中证500、商业航天、MPO连接器、数据中心、卫星导航、光纤概念、一带一路、创业板综、海洋经济、股权激励,-1.010,324.50,310.60,3.39,2.71,837.77万,438.62,36.4245,784.89亿,778.35亿
90,300054,鼎龙股份,92.12,-4.03,A股,-2.08,45.62亿,47.71亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,鼎龙股份,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、中盘股、转债标的、第三代半导体、2026中报预增、存储芯片、深成500、柔性屏、东方财富热股、趋势股、中芯概念、2026一季报预增、光刻机/胶、OLED、科技风格、富时罗素、MSCI中国、融资融券、行业龙头、显示技术、深股通、中盘成长、中证500、半导体概念、先进封装、玻璃基板、锂电池概念、先进封装材料、创业板综,-3.870,98.00,89.41,6.82,4.32,5070.51万,87.57,16.3792,879.00亿,685.28亿
91,000636,风华高科,63.61,-1.30,A股,-0.91,45.37亿,37.18亿,电子-元件-被动元件,风华高科,电子-元件-被动元件,中盘股、5G概念、东数西算、昨日高振幅、高压快充、深成500、华为概念、通信技术、东方财富热股、电池技术、智能穿戴、创投、央国企改革、CPO概念、超级电容、科技风格、小金属概念、MLCC、机器人概念、融资融券、低空经济、AI眼镜、液冷概念、深股通、虚拟机器人、无人机、中盘成长、商业航天、被动元件概念、光伏概念、卫星导航、锂电池概念、比亚迪概念、传感器、汽车电子,-0.840,66.28,62.50,4.98,2.73,5766.85万,207.76,5.9505,735.98亿,735.98亿
92,300857,协创数据,294.20,0.63,A股,0.97,45.05亿,34.02亿,电子-消费电子-消费电子零部件及组装,协创数据,电子-消费电子-消费电子零部件及组装,国产芯片、贬值受益、网络游戏、短剧互动游戏、存储芯片、深圳特区、深成500、AI智能体、智能穿戴、大盘成长、腾讯概念、2026一季报预增、AI应用、物联网、阿里概念、云游戏、机器人概念、融资融券、AIGC概念、智能音箱、数据中心、英伟达概念、大数据、光芯片、5G概念、东数西算、光通信模块、车联网、小米概念、通信技术、消费电子概念、跨境电商、算力租赁、智能家居、CPO概念、DeepSeek概念、人工智能、科技风格、2025年报预增、MSCI中国、人脸识别、云计算、安防概念、AI眼镜、深股通、算力概念、中证500、净水概念、大盘股、人形机器人、创业板综、汽车电子、EDR概念,1.840,309.65,291.01,2.34,2.71,1137.21万,47.97,28.1245,1439.71亿,1432.34亿
93,601869,长飞光纤,444.29,0.69,A股,-4.46,43.51亿,49.30亿,通信-通信设备-通信线缆及配套,长飞光纤,通信-通信设备-通信线缆及配套,国产芯片、光纤光缆、专精特新、5G概念、海工装备、东数西算、昨日高振幅、光通信模块、抖音概念、新能源车、工业互联、第三代半导体、标准普尔、铜缆高速连接、通信技术、东方财富热股、创投、空芯光纤、CPO概念、量子通信、科技风格、富时罗素、MSCI中国、量子科技、机器人概念、融资融券、超清视频、上证380、中证500、沪股通、特高压、大盘股、碳化硅、数据中心、人形机器人、光纤概念、一带一路、智能电网、太赫兹、风能,3.030,466.98,440.51,2.68,3.34,1087.87万,185.68,25.8395,3677.47亿,1804.91亿
94,301511,德福科技,121.22,0.19,A股,-6.51,43.03亿,18.52亿,电力设备-电池-锂电池,德福科技,电力设备-电池-锂电池,专精特新、中盘股、5G概念、新能源车、深成500、存储芯片、柔性屏、宁德时代概念、先进制造风格、华为概念、电池技术、消费电子概念、固态电池、CPO概念、军工、融资融券、2025年报扭亏、深股通、无人机、中盘成长、养老金、PET铜箔、锂电铜箔、PCB、锂电池概念、比亚迪概念、华为数字能源、创业板综、固态铜箔、PCB铜箔、MiniLED,0.230,124.60,119.85,4.04,1.70,1513.30万,129.71,18.6561,763.89亿,454.02亿
95,002558,巨人网络,28.95,2.22,A股,-3.75,42.13亿,19.97亿,传媒-游戏Ⅱ-游戏Ⅲ,巨人网络,传媒-游戏Ⅱ-游戏Ⅲ,鸿蒙概念、西部大开发、昨日高振幅、元宇宙概念、2026中报预增、参股保险、网络游戏、通义千问、标准普尔、深成500、AI智能体、华为概念、创投、HS300_、腾讯概念、互联网金融、AI游戏、2026一季报预增、AI应用、百度概念、DeepSeek概念、人工智能、蚂蚁概念、科技风格、手机游戏、MSCI中国、阿里概念、云游戏、融资融券、深股通、虚拟现实、AIGC概念、养老金、旅游概念、ChatGPT概念、大盘股、电子竞技、AI编程、虚拟数字人、语音技术、文娱消费,0.630,29.36,27.40,3.71,2.28,7058.97万,12.73,3.4471,550.02亿,550.02亿
96,600378,昊华科技,64.05,-3.25,A股,-4.67,41.79亿,35.64亿,基础化工-化学制品-氟化工,昊华科技,基础化工-化学制品-氟化工,国产芯片、钠离子电池、六氟磷酸锂、中盘股、西部大开发、昨日高振幅、页岩气、燃料电池概念、新能源车、电池技术、成渝特区、固态电池、中芯概念、2026一季报预增、央国企改革、磷化工、PVDF概念、富时罗素、电子特气、航母概念、军工、大飞机、融资融券、液冷概念、俄乌冲突概念、上证380、中证500、养老金、沪股通、商业航天、氦气概念、碳交易、PCB、氟化工概念、氢能源、工业气体、煤化工概念、锂电池概念、氢氟酸、股权激励、碳中和,-2.150,70.50,63.50,4.92,2.56,5275.12万,67.21,4.5810,828.05亿,688.48亿
97,688432,有研硅,57.00,6.01,A股,-2.88,41.74亿,27.59亿,电子-半导体-半导体材料,有研硅,电子-半导体-半导体材料,题材股、国产芯片、融资融券、昨日高振幅、近期新高、沪股通、绿色电力、硅能源、半导体概念、存储芯片、最近多板、东方财富热股、小盘股、趋势股、中芯概念、历史新高 、百日新高 、半导体硅片,3.230,58.80,50.02,3.95,2.48,4937.36万,354.82,16.0284,712.17亿,712.17亿
98,300458,全志科技,42.90,5.59,A股,3.81,41.20亿,34.48亿,电子-半导体-数字芯片设计,全志科技,电子-半导体-数字芯片设计,国产芯片、中盘股、深成500、存储芯片、AI芯片、东方财富热股、智能穿戴、腾讯概念、2026一季报预增、边缘计算、无人驾驶、富时罗素、物联网、阿里概念、机器人概念、融资融券、超清视频、中盘成长、半导体概念、小米机器人、汽车芯片、东数西算、车联网、2026中报预增、华为概念、小米概念、通信技术、长安汽车概念、消费电子概念、创投、2025三季报预增、中芯概念、百度概念、智能家居、横琴新区、DeepSeek概念、人工智能、MCU芯片、2025年报预增、AI眼镜、深股通、算力概念、虚拟现实、智能座舱、中证500、ASIC芯片、机器视觉、创业板综、WiFi、汽车电子、EDR概念,2.270,43.13,40.32,10.12,4.52,8241.09万,52.53,13.3832,426.57亿,349.54亿
99,300017,网宿科技,15.70,2.41,A股,19.97,40.51亿,27.13亿,计算机-IT服务Ⅱ-IT服务Ⅲ,网宿科技,计算机-IT服务Ⅱ-IT服务Ⅲ,中盘股、多模态AI、东数西算、IPv6、数字经济、贬值受益、元宇宙概念、深成500、AI智能体、华为概念、最近多板、信创、算力租赁、边缘计算、在线教育、DeepSeek概念、阿兹海默、人工智能、富时罗素、网红经济、MSCI中国、华为鲲鹏、云计算、题材股、数据安全、融资融券、液冷概念、深股通、算力概念、超清视频、IaaS、AIGC概念、中证500、网络安全、华为系算力、数据中心、OpenClaw算力、互联网服务、电商概念、一带一路、虚拟数字人、创业板综、股权激励、长江三角、大数据,0.370,16.05,14.90,7.47,3.96,1.75亿,81.18,3.8710,392.07亿,367.84亿
100,002460,赣锋锂业,54.69,-2.32,A股,-8.58,40.36亿,12.63亿,有色金属-能源金属-锂,赣锋锂业,有色金属-能源金属-锂,周期股、深证100R、昨日高振幅、化肥、2026一季报扭亏、新能源车、金属钴、标准普尔、深成500、长安汽车概念、消费电子概念、电池技术、HS300_、固态电池、储能概念、盐湖提锂、小金属概念、富时罗素、MSCI中国、动力电池回收、融资融券、低空经济、行业龙头、2025年报扭亏、深股通、充电桩、无人机、大盘股、反内卷概念、硫化物、光伏概念、新材料、人形机器人、锂电池概念、比亚迪概念、大盘价值、锂矿概念、无线耳机、特斯拉概念,-1.300,55.98,54.21,1.90,1.62,2298.94万,15.61,2.4816,1146.89亿,662.54亿
