序号,代码,名称,最新价(元) 10:31,涨跌幅(%) 10:31,证券类型,涨跌幅(%) 2026.07.07,成交额(元) 2026.07.07,成交额(元) 10:31,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 10:31,最高价(元) 10:31,最低价(元) 10:31,换手率(%) 10:31,量比 10:31,成交量(股) 10:31,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
82,688702,盛科通信-U,425.00,0.71,A股,7.00,48.22亿,21.52亿,电子-半导体-数字芯片设计,盛科通信-U,电子-半导体-数字芯片设计,国产芯片、融资融券、5G概念、近期新高、国家大基金持股、上证380、中证500、工业互联、沪股通、半导体概念、大盘股、网络安全、数据中心、交换机、趋势股、大盘成长、历史新高 、百日新高 、中国AI 50、科技风格、MSCI中国,3.000,429.60,412.00,2.53,1.63,513.79万,-2558.04,78.0745,1742.50亿,862.72亿
83,002436,兴森科技,43.94,-1.15,A股,-6.76,47.93亿,31.88亿,电子-元件-印制电路板,兴森科技,电子-元件-印制电路板,国产芯片、中盘股、5G概念、昨日高振幅、光通信模块、标准普尔、深圳特区、深成500、存储芯片、华为概念、军民融合、最近多板、通信技术、东方财富热股、互联网金融、高带宽内存、毫米波概念、CPO概念、科技风格、富时罗素、机器人概念、卫星互联网、军工、6G概念、低空经济、融资融券、2025年报扭亏、深股通、昨日首板、中证500、商业航天、半导体概念、先进封装、PCB、玻璃基板、6G元器件、先进封装材料、通信PCB,-0.510,45.97,43.80,4.66,2.45,7069.53万,996.06,14.1276,746.84亿,666.98亿
84,002396,星网锐捷,29.37,1.42,A股,2.76,47.91亿,20.84亿,通信-通信设备-通信网络设备及器件,星网锐捷,通信-通信设备-通信网络设备及器件,5G概念、鸿蒙概念、IPv6、数字经济、昨日高振幅、证金持股、元宇宙概念、光通信模块、抖音概念、车联网、2026中报预增、标准普尔、华为概念、最近多板、通信技术、交换机、昨日高换手、腾讯概念、信创、互联网金融、央国企改革、智能家居、AI应用、CPO概念、在线教育、DeepSeek概念、人工智能、富时罗素、物联网、阿里概念、脑机接口、机器人概念、福建自贸区、移动支付、融资融券、人脑工程、数字货币、深股通、AIGC概念、F5G概念、网络安全、数据中心、小盘股、海峡两岸、WiFi6、WiFi,0.410,29.70,28.31,9.44,3.24,7147.10万,150.01,3.2497,223.37亿,222.45亿
85,002851,麦格米特,169.74,6.36,A股,-1.35,47.68亿,49.78亿,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,麦格米特,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,国产芯片、中盘股、昨日高振幅、HVDC供电、高压快充、新能源车、车联网、第三代半导体、标准普尔、深圳特区、深成500、柔性屏、新型工业化、先进制造风格、小米概念、最近多板、长安汽车概念、东方财富热股、储能概念、智能家居、中国AI 50、超级电容、富时罗素、MSCI中国、机器人概念、融资融券、医疗器械概念、充电桩、深股通、昨日首板、中盘成长、2025年报预减、中证500、碳化硅、数据中心、英伟达概念、光伏概念、玻璃基板、一带一路、智能电网、高端装备、高铁、风能,10.150,173.86,167.16,6.38,3.67,2921.91万,215.26,11.0052,987.53亿,777.84亿
86,600309,万华化学,68.61,-0.39,A股,0.04,47.31亿,13.81亿,基础化工-化学制品-聚氨酯,万华化学,基础化工-化学制品-聚氨酯,周期股、化工原料、上证180_、证金持股、2026中报预增、标准普尔、创投、电池技术、POE胶膜、HS300_、央国企改革、碳纤维、富时罗素、MSCI中国、环氧丙烷、融资融券、低空经济、行业龙头、AIGC概念、沪股通、绿色电力、大盘股、丙烯酸、上证50_、新材料、煤化工概念、锂电池概念、茅指数、大盘价值、降解塑料,-0.270,69.78,66.73,0.65,1.70,2026.91万,14.44,1.9982,2147.82亿,2147.82亿
87,600246,万通发展,20.56,-1.11,A股,9.99,46.42亿,20.17亿,房地产-房地产开发-住宅开发,万通发展,房地产-房地产开发-住宅开发,国产芯片、5G概念、低空经济、融资融券、昨日高振幅、数字经济、沪股通、商业航天、存储芯片、最近多板、通信技术、创投、小盘股、京津冀、京津冀一体化、卫星导航、毫米波概念、金融地产风格、小盘成长、卫星互联网、云计算,-0.230,21.31,20.12,5.15,1.92,9740.47万,-88.95,8.7451,399.48亿,388.67亿
88,688120,华海清科,360.90,4.91,A股,2.60,45.93亿,40.23亿,电子-半导体-半导体设备,华海清科,电子-半导体-半导体设备,国产芯片、专精特新、融资融券、昨日高振幅、长江存储、上证380、中证500、第三代半导体、沪股通、半导体概念、存储芯片、大盘股、先进封装、东方财富热股、趋势股、大盘成长、长鑫存储、中芯概念、高带宽内存、MicroLED、央国企改革、科技风格、MSCI中国,16.900,374.85,340.01,2.27,2.29,1120.76万,180.49,23.5559,1785.48亿,1785.48亿
89,600378,昊华科技,63.86,-3.53,A股,-4.15,45.77亿,35.99亿,基础化工-化学制品-氟化工,昊华科技,基础化工-化学制品-氟化工,国产芯片、钠离子电池、六氟磷酸锂、中盘股、西部大开发、昨日高振幅、页岩气、燃料电池概念、新能源车、电池技术、成渝特区、固态电池、中芯概念、2026一季报预增、央国企改革、磷化工、PVDF概念、富时罗素、电子特气、航母概念、军工、大飞机、融资融券、液冷概念、俄乌冲突概念、上证380、中证500、养老金、沪股通、商业航天、氦气概念、碳交易、PCB、氟化工概念、氢能源、工业气体、煤化工概念、锂电池概念、氢氟酸、股权激励、碳中和,-2.340,70.50,63.50,4.97,2.51,5330.80万,66.86,4.5575,823.79亿,684.94亿
90,600206,有研新材,63.11,6.28,A股,10.00,45.59亿,55.77亿,电子-半导体-半导体材料,有研新材,电子-半导体-半导体材料,国产芯片、5G概念、昨日高振幅、磁材加工、长江存储、国家大基金持股、3D打印、存储芯片、标准普尔、华为概念、最近多板、通信技术、东方财富热股、尾气治理、昨日高换手、趋势股、2025三季报预增、中芯概念、京津冀一体化、央国企改革、OLED、小金属概念、富时罗素、牙科医疗、2025年报预增、题材股、军工、稀土永磁、雄安新区、医疗器械概念、融资融券、沪股通、半导体概念、先进封装、新能源、小盘股、新材料、光纤概念、先进封装材料、传感器,3.730,64.13,60.80,10.51,2.90,8898.84万,151.31,12.5307,534.26亿,534.26亿
91,300666,江丰电子,371.33,1.88,A股,0.65,45.52亿,44.61亿,电子-半导体-半导体材料,江丰电子,电子-半导体-半导体材料,国产芯片、中盘股、共同富裕示范区、第三代半导体、存储芯片、深成500、华为概念、东方财富热股、趋势股、中芯概念、光刻机/胶、碳纤维、OLED、科技风格、富时罗素、融资融券、深股通、中盘成长、中证500、半导体概念、光伏概念、新材料、海峡两岸、创业板综、中韩自贸区,6.850,385.00,359.00,5.41,2.44,1195.86万,122.14,14.6678,1024.76亿,821.07亿
92,688362,甬矽电子,115.00,0.17,A股,6.89,44.43亿,32.13亿,电子-半导体-集成电路封测,甬矽电子,电子-半导体-集成电路封测,国产芯片、专精特新、融资融券、5G概念、昨日高振幅、数字货币、近期新高、沪股通、半导体概念、先进封装、东方财富热股、小盘股、趋势股、消费电子概念、历史新高 、百日新高 、MCU芯片、2025年报预增、小盘成长、传感器、汽车电子,0.200,120.80,112.91,6.09,2.40,2749.16万,487.77,13.7499,519.13亿,519.13亿
93,301217,铜冠铜箔,139.38,-0.21,A股,0.45,44.38亿,28.95亿,电力设备-电池-锂电池,铜冠铜箔,电力设备-电池-锂电池,中盘股、融资融券、5G概念、2025年报扭亏、深股通、深成500、PET铜箔、锂电铜箔、宁德时代概念、PCB、先进制造风格、电池技术、固态电池、储能概念、锂电池概念、比亚迪概念、央国企改革、创业板综、固态铜箔、PCB铜箔、安徽三资改革,-0.300,146.15,138.88,2.45,2.10,2033.80万,271.63,21.0046,1155.48亿,1155.48亿
94,688146,中船特气,331.90,-8.72,A股,4.36,44.11亿,33.60亿,电子-半导体-半导体材料,中船特气,电子-半导体-半导体材料,国产芯片、中盘股、融资融券、昨日高振幅、国家大基金持股、中盘成长、沪股通、半导体概念、氟化工概念、电池技术、趋势股、电解液添加剂、固态电池、中芯概念、工业气体、锂电池概念、光刻机/胶、央国企改革、科技风格、电子特气、中字头、中船系,-31.700,352.99,330.00,6.81,2.70,986.93万,433.70,30.4843,1757.12亿,481.16亿
95,002600,领益智造,15.70,0.64,A股,-1.85,43.05亿,16.54亿,电子-消费电子-消费电子零部件及组装,领益智造,电子-消费电子-消费电子零部件及组装,深证100R、AIPC、贬值受益、3D打印、深成500、智能穿戴、碳纤维、太空算力、富时罗素、无线充电、机器人概念、稀土永磁、融资融券、低空经济、液冷概念、无人机、商业航天、苹果概念、智能音箱、英伟达概念、光伏概念、AI手机代工、无线耳机、5G概念、昨日高振幅、磁材加工、新能源车、灵巧手、标准普尔、柔性屏、华为概念、小米概念、消费电子概念、HS300_、2025三季报预增、CPO概念、人工智能、混合现实、科技风格、富士康概念、MSCI中国、AI手机、激光雷达、AI眼镜、深股通、充电桩、虚拟现实、大盘股、新材料、人形机器人、比亚迪概念、增强现实、海峡两岸、光伏逆变器、减速器,0.100,16.15,15.45,1.46,1.25,1.05亿,81.38,5.2575,1274.84亿,1130.35亿
96,600110,诺德股份,13.38,-0.45,A股,5.84,43.05亿,10.53亿,电力设备-电池-锂电池,诺德股份,电力设备-电池-锂电池,昨日高振幅、新能源车、宁德时代概念、创投、电池技术、固态电池、核能核电、超级电容、电网概念、军工、融资融券、复合集流体、无人机、沪股通、绿色电力、PET铜箔、锂电铜箔、PCB、小盘价值、小盘股、英伟达概念、新材料、锂电池概念、比亚迪概念、智能电网、固态铜箔、特斯拉概念,-0.060,14.07,13.30,4.45,1.18,7726.27万,144.78,4.1170,232.17亿,232.17亿
97,300346,南大光电,79.96,-0.27,A股,-0.57,42.67亿,42.07亿,电子-电子化学品Ⅱ-电子化学品Ⅲ,南大光电,电子-电子化学品Ⅱ-电子化学品Ⅲ,国产芯片、LED概念、专精特新、中盘股、国家大基金持股、氮化镓、深成500、存储芯片、华为概念、东方财富热股、中芯概念、光刻机/胶、磷化工、OLED、富时罗素、电子特气、MSCI中国、题材股、融资融券、深股通、中盘成长、中证500、半导体概念、氟化工概念、第四代半导体、光伏概念、新材料、工业气体、创业板综、股权激励、长江三角,-0.220,84.20,79.00,7.83,2.63,5134.97万,111.24,16.2229,552.65亿,524.53亿
98,300136,信维通信,95.99,-3.73,A股,-0.29,42.65亿,32.61亿,电子-消费电子-消费电子零部件及组装,信维通信,电子-消费电子-消费电子零部件及组装,国产芯片、中盘股、贬值受益、深圳特区、深成500、东方财富热股、智能穿戴、央视50_、富时罗素、无线充电、MLCC、物联网、机器人概念、低空经济、融资融券、无人机、商业航天、苹果概念、智能音箱、被动元件概念、卫星导航、无线耳机、5G概念、昨日高振幅、电子烟、车联网、柔性屏、华为概念、通信技术、消费电子概念、越疆机器人、毫米波概念、混合现实、科技风格、富士康概念、MSCI中国、卫星互联网、6G概念、AI眼镜、深股通、卫星通信、虚拟现实、中证500、UWB概念、一带一路、海峡两岸、创业板综、WiFi6、WiFi、汽车电子、特斯拉概念,-3.720,100.02,95.33,4.04,2.17,3335.19万,221.37,11.6461,928.77亿,792.11亿
99,601991,大唐发电,6.80,3.50,A股,-5.28,42.34亿,27.13亿,公用事业-电力-火力发电,大唐发电,公用事业-电力-火力发电,融资融券、昨日高振幅、上证380、中证500、沪股通、绿色电力、雅下水电概念、标准普尔、大盘股、新能源、光伏概念、核能核电、央国企改革、富时罗素、2025年报预增、MSCI中国、风能,0.230,6.84,6.30,3.29,2.73,4.08亿,10.87,3.4173,1258.46亿,842.93亿
100,300821,东岳硅材,27.43,-9.56,A股,5.81,42.22亿,38.88亿,基础化工-化学制品-有机硅,东岳硅材,基础化工-化学制品-有机硅,题材股、融资融券、昨日高振幅、深股通、近期新高、燃料电池概念、硅橡胶、2026中报预增、硅能源、东方财富热股、小盘股、氢能源、电池技术、趋势股、新材料、2026一季报预增、百日新高 、有机硅概念、创业板综、富时罗素、有机硅单体,-2.900,30.49,27.43,11.20,3.07,1.34亿,42.41,6.4515,329.16亿,329.10亿
