序号,代码,名称,最新价(元) 11:19,涨跌幅(%) 11:19,证券类型,涨跌幅(%) 2026.07.06,成交额(元) 2026.07.06,成交额(元) 11:19,申万行业分类,股票简称,东财行业总分类,概念,涨跌额(元) 11:19,最高价(元) 11:19,最低价(元) 11:19,换手率(%) 11:19,量比 11:19,成交量(股) 11:19,市盈率(动)(倍) 2026.07.10,市净率(倍) 2026.07.10,总市值(元) 2026.07.10,流通市值(元) 2026.07.10
84,688820,盛合晶微,207.00,-1.87,A股,8.79,55.98亿,52.63亿,电子-半导体-集成电路封测,盛合晶微,电子-半导体-集成电路制造,昨日高换手、国产芯片、融资融券、昨日高振幅、注册制次新股、半导体概念、次新股、存储芯片、先进封装,-3.940,219.00,204.46,14.32,2.00,2475.66万,503.84,20.0404,3855.94亿,357.91亿
85,000063,中兴通讯,42.30,4.88,A股,-0.27,54.49亿,125.91亿,通信-通信设备-通信网络设备及器件,中兴通讯,通信-通信设备-通信网络设备及器件,国产芯片、屏下摄像、多模态AI、区块链、深证100R、乡村振兴、数字经济、抖音概念、深圳特区、深成500、AI智能体、AI芯片、交换机、东方财富热股、智能穿戴、腾讯概念、边缘计算、AI应用、国产操作系统、量子通信、中国AI 50、富时罗素、无线充电、物联网、机器人概念、低空经济、融资融券、液冷概念、超清视频、无人机、商业航天、ChatGPT概念、网络安全、数据中心、AI手机代工、卫星导航、光纤概念、星闪概念、汽车芯片、智能医疗、无线耳机、数据中心液冷、5G概念、东数西算、IPv6、昨日高振幅、通感一体化、证金持股、新能源车、元宇宙概念、DPU、车联网、水利建设、工业互联、标准普尔、通信技术、消费电子概念、HS300_、信创、百度概念、在线教育、DeepSeek概念、人工智能、科技风格、MSCI中国、AI手机、量子科技、卫星互联网、云计算、6G概念、AI眼镜、深股通、算力概念、虚拟现实、空管系统、智慧城市、大盘股、人形机器人、锂电池概念、比亚迪概念、海峡两岸、太赫兹、汽车电子,1.970,43.00,39.63,7.54,2.94,3.04亿,38.57,2.6361,2021.52亿,1702.07亿
86,600601,方正科技,13.91,0.22,A股,-0.86,54.28亿,20.90亿,电子-元件-印制电路板,方正科技,电子-元件-印制电路板,中盘股、5G概念、融资融券、东数西算、昨日高振幅、光通信模块、中盘成长、上证380、中证500、沪股通、网络游戏、智慧城市、PCB、华为概念、通信技术、央国企改革、CPO概念、2025年报预增、MSCI中国、长江三角,0.030,14.45,13.83,3.54,0.88,1.48亿,64.25,12.2019,595.33亿,580.92亿
87,600460,士兰微,46.94,-3.02,A股,-1.33,53.51亿,60.44亿,电子-半导体-分立器件,士兰微,电子-半导体-分立器件,国产芯片、LED概念、中盘股、共同富裕示范区、IGBT概念、昨日高振幅、国家大基金持股、新能源车、第三代半导体、氮化镓、标准普尔、小米概念、华为概念、东方财富热股、智能穿戴、消费电子概念、HS300_、OLED、科技风格、富时罗素、MCU芯片、2025年报预增、MSCI中国、题材股、融资融券、中盘成长、上证380、沪股通、半导体概念、碳化硅、先进封装、光伏概念、比亚迪概念、汽车芯片、长江三角、传感器、风能、汽车电子、MiniLED,-1.460,49.96,46.70,7.51,2.21,1.25亿,93.51,6.4042,781.12亿,781.12亿
88,688126,沪硅产业,38.16,2.44,A股,0.23,53.31亿,55.82亿,电子-半导体-半导体材料,沪硅产业,电子-半导体-半导体材料,国产芯片、融资融券、昨日高振幅、上证180_、贬值受益、国家大基金持股、沪股通、半导体概念、存储芯片、大盘股、东方财富热股、趋势股、HS300_、中芯概念、科技风格、半导体硅片、MSCI中国,0.910,40.35,37.80,5.03,1.59,1.43亿,-65.25,7.4904,1260.87亿,1084.26亿
89,600172,黄河旋风,18.36,-1.82,A股,10.02,52.48亿,38.27亿,机械设备-通用设备-磨具磨料,黄河旋风,机械设备-通用设备-磨具磨料,题材股、培育钻石、融资融券、昨日高振幅、第三代半导体、沪股通、旅游概念、标准普尔、节能环保、小盘价值、东方财富热股、小盘股、昨日高换手、趋势股、新材料、超硬材料、央国企改革,-0.340,19.80,18.10,15.89,1.43,2.03亿,-68.54,57.0802,264.64亿,234.19亿
90,002472,双环传动,44.69,5.10,A股,0.04,52.41亿,20.86亿,汽车-汽车零部件-底盘与发动机系统,双环传动,汽车-汽车零部件-底盘与发动机系统,中盘股、融资融券、深股通、新能源车、中证500、绿色电力、深成500、创投、铁路基建、比亚迪概念、智能家居、独角兽、高端装备、高铁、MSCI中国、减速器、机器人执行器、机器人概念、特斯拉概念,2.170,45.34,42.12,6.36,1.42,4763.37万,33.46,3.7766,380.20亿,334.85亿
91,688249,晶合集成,57.48,-11.85,A股,0.62,51.44亿,40.69亿,电子-半导体-集成电路制造,晶合集成,电子-半导体-集成电路制造,国产芯片、融资融券、上证180_、沪股通、半导体概念、大盘股、趋势股、消费电子概念、大盘成长、MicroLED、央国企改革、科技风格、OLED、MCU芯片、汽车芯片、MSCI中国、量子科技、安徽三资改革、MiniLED,-7.730,65.21,57.05,3.37,2.19,6760.76万,631.13,5.8341,1278.88亿,1154.57亿
92,600580,卧龙电驱,34.20,3.01,A股,1.50,51.38亿,13.00亿,电力设备-电机Ⅱ-电机Ⅲ,卧龙电驱,电力设备-电机Ⅱ-电机Ⅲ,中盘股、低空物流、海工装备、外骨骼机器人、上证180_、新能源车、工业互联、标准普尔、先进制造风格、华为概念、小米概念、同步磁阻电机、UPS供电、核能核电、智能家居、DeepSeek概念、富时罗素、MSCI中国、阿里概念、机器人概念、中越经济一体化、军工、航空发动机、低空经济、融资融券、行业龙头、无人机、沪股通、数据中心、动力系统、氢能源、人形机器人、一带一路、比亚迪概念、海洋经济、中欧经济一体化、长江三角、风能、飞行汽车、特斯拉概念、光伏建筑一体化,1.000,34.58,32.72,2.47,0.99,3851.58万,48.40,4.9102,534.24亿,532.71亿
93,600703,三安光电,17.73,-0.39,A股,-4.83,50.76亿,38.89亿,电子-光学光电子-LED,三安光电,电子-光学光电子-LED,国产芯片、LED概念、周期股、数字经济、国家大基金持股、氮化镓、东方财富热股、大盘成长、无人驾驶、富时罗素、融资融券、低空经济、华为汽车、太空光伏、商业航天、金属回收、半导体概念、碳化硅、苹果概念、先进封装、数据中心、光伏概念、卫星导航、汽车芯片、MiniLED、光芯片、5G概念、昨日高振幅、光通信模块、新能源车、第三代半导体、标准普尔、小米概念、通信技术、消费电子概念、巨量转移、MicroLED、CPO概念、荣耀概念、科技风格、MSCI中国、卫星互联网、福建自贸区、安防概念、宁组合、AI眼镜、充电桩、沪股通、大盘股、蓝宝石、MicroLED芯片、比亚迪概念、海峡两岸、植物照明,-0.070,18.69,17.68,4.30,1.62,2.15亿,327.65,2.5345,884.55亿,884.55亿
94,601689,拓普集团,57.79,3.51,A股,-2.98,50.68亿,22.29亿,汽车-汽车零部件-底盘与发动机系统,拓普集团,汽车-汽车零部件-底盘与发动机系统,周期股、上证180_、新能源车、标准普尔、新型工业化、先进制造风格、小米概念、创投、HS300_、大盘成长、无人驾驶、中国AI 50、富时罗素、MSCI中国、电子皮肤、机器人概念、融资融券、华为汽车、液冷概念、智能座舱、沪股通、大盘股、线控系统、数据中心、电商概念、英伟达概念、汽车一体化压铸、小米汽车、人形机器人、比亚迪概念、汽车热管理、机器人执行器、汽车电子、特斯拉概念,1.960,59.15,55.78,2.23,1.29,3873.44万,45.50,4.2310,1004.30亿,1004.30亿
95,601211,国泰海通,18.60,-1.43,A股,2.22,50.44亿,15.64亿,非银金融-证券Ⅱ-证券Ⅲ,国泰海通,非银金融-证券Ⅱ-证券Ⅲ,权重股、周期股、融资融券、参股期货、上证180_、证金持股、沪股通、券商概念、标准普尔、大盘股、趋势股、HS300_、上证50_、互联网金融、央国企改革、科创板做市商、股权激励、富时罗素、金融地产风格、2025年报预增、MSCI中国、长江三角,-0.270,18.86,18.33,0.63,1.12,8460.42万,12.83,1.0198,3278.98亿,2510.43亿
96,600498,XD烽火通,56.86,0.11,A股,-6.35,50.14亿,38.51亿,通信-通信设备-通信网络设备及器件,烽火通信,通信-通信设备-通信网络设备及器件,国产芯片、国资云概念、中盘股、海工装备、AI智能体、空芯光纤、华为昇腾、富时罗素、华为鲲鹏、数据要素、智慧政务、融资融券、液冷概念、中盘成长、上证380、F5G概念、商业航天、特高压、网络安全、华为系算力、数据中心、卫星导航、光纤概念、汽车芯片、智能医疗、湖北三资改革、大数据、湖北自贸、光纤光缆、数据中心液冷、5G概念、东数西算、IPv6、昨日高振幅、光通信模块、数字乡村、标准普尔、通信技术、创投、央国企改革、CPO概念、DeepSeek概念、人工智能、科技风格、MCU芯片、MSCI中国、卫星互联网、云计算、数据安全、6G概念、算力概念、中证500、沪股通、智慧城市、一带一路、中特估、WiFi6,0.060,59.20,56.27,5.26,1.91,6684.13万,503.31,4.4318,772.93亿,723.68亿
97,000636,风华高科,62.80,-2.56,A股,-7.48,50.14亿,43.77亿,电子-元件-被动元件,风华高科,电子-元件-被动元件,中盘股、5G概念、东数西算、昨日高振幅、高压快充、深成500、华为概念、通信技术、东方财富热股、电池技术、智能穿戴、创投、央国企改革、CPO概念、超级电容、科技风格、小金属概念、MLCC、机器人概念、融资融券、低空经济、AI眼镜、液冷概念、深股通、虚拟机器人、无人机、中盘成长、商业航天、被动元件概念、光伏概念、卫星导航、锂电池概念、比亚迪概念、传感器、汽车电子,-1.650,66.28,62.12,5.89,1.76,6815.70万,205.05,5.8729,726.37亿,726.37亿
98,300033,同花顺,232.80,1.09,A股,-0.48,49.99亿,23.28亿,计算机-软件开发-垂直应用软件,同花顺,计算机-软件开发-垂直应用软件,区块链、多模态AI、鸿蒙概念、深证100R、证金持股、深成500、AI智能体、HS300_、大盘成长、互联网金融、AI应用、人工智能、科技风格、富时罗素、2025年报预增、AI语料、MSCI中国、云计算、数据要素、融资融券、行业龙头、深股通、虚拟机器人、AIGC概念、ChatGPT概念、券商概念、大盘股、国产软件、创业板综、智能医疗、长江三角、大数据,2.500,235.51,224.53,2.31,1.16,1012.43万,171.15,41.2479,1752.15亿,1020.62亿
99,600519,贵州茅台,1200.00,1.51,A股,1.04,49.14亿,36.42亿,食品饮料-白酒Ⅱ-白酒Ⅲ,贵州茅台,食品饮料-白酒Ⅱ-白酒Ⅲ,味蕾经济、权重股、融资融券、行业龙头、西部大开发、上证180_、证金持股、沪股通、标准普尔、一线酒企、大盘股、东方财富热股、消费风格、电商概念、HS300_、上证50_、酿酒概念、央国企改革、茅指数、超级品牌、央视50_、富时罗素、白酒、MSCI中国,17.810,1201.89,1170.28,0.25,2.06,307.08万,13.77,6.3601,1.50万亿,1.50万亿
100,002837,英维克,76.97,1.45,A股,3.68,48.75亿,36.76亿,机械设备-专用设备-其他专用设备,英维克,机械设备-专用设备-其他专用设备,5G概念、东数西算、深证100R、昨日高振幅、新能源车、抖音概念、深圳特区、深成500、先进制造风格、华为概念、通信技术、HS300_、大盘成长、UQD连接器、腾讯概念、储能概念、CDU、中国AI 50、MSCI中国、阿里概念、军工、融资融券、液冷概念、充电桩、深股通、字节系算力、大盘股、数据中心、英伟达概念、比亚迪概念、腾讯云、高铁、冷链物流,1.100,78.50,74.60,4.22,1.81,4775.69万,2832.39,29.7273,980.87亿,870.11亿
